solve_step,horizon_stage,phi,d_mf_mask,phi_gt_d_mf_mask,mf_valid,mf_active,row_g_residual,row_g_feasible,row_m_residual_before_slack,row_m_lower_slack,row_m_residual_after_slack,row_m_feasible_before_slack,row_m_feasible_after_slack
0,1,0.10499998927116394,0.001,True,True,True,0.10399999057903675,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,2,0.10499998927116394,0.001,True,True,True,0.10399999192629139,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,3,0.10499998927116394,0.001,True,True,True,0.10399999330202797,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,4,0.10499998927116394,0.001,True,True,True,0.10399999470000929,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,5,0.10499998927116394,0.001,True,True,True,0.10399999611691083,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,6,0.10499998927116394,0.001,True,True,True,0.103999997551289,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,7,0.10499998927116394,0.001,True,True,True,0.10399999900297002,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,8,0.10499998927116394,0.001,True,True,True,0.10400000047268076,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,9,0.10499998927116394,0.001,True,True,True,0.10400000196180997,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,10,0.10499998927116394,0.001,True,True,True,0.10400000347223082,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,11,0.10499998927116394,0.001,True,True,True,0.10400000500613663,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,12,0.10499998927116394,0.001,True,True,True,0.10400000656585412,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,13,0.10499998927116394,0.001,True,True,True,0.10400000815360341,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,14,0.10499998927116394,0.001,True,True,True,0.10400000977117235,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,15,0.10499998927116394,0.001,True,True,True,0.10400001141946746,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,16,0.10499998927116394,0.001,True,True,True,0.1040000130980851,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,17,0.10499998927116394,0.001,True,True,True,0.10400001480486434,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,18,0.10499998927116394,0.001,True,True,True,0.10400001653450897,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,19,0.10499998927116394,0.001,True,True,True,0.1040000182764908,True,0.20000000298023224,3.0324213315884896e-13,0.20000000298053547,True,True
0,20,0.10499998927116394,0.001,True,True,True,0.1040000200122537,True,0.20000000298023224,1.456419535711783e-13,0.20000000298037787,True,True
1,1,0.10499998927116394,0.001,True,True,True,0.09519230259504063,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,2,0.10499998927116394,0.001,True,True,True,0.08621194333377077,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,3,0.10499998927116394,0.001,True,True,True,0.07712596033369362,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,4,0.10499998927116394,0.001,True,True,True,0.06801158800274865,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,5,0.10499998927116394,0.001,True,True,True,0.05894967860359862,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,6,0.10499998927116394,0.001,True,True,True,0.1250243653996686,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,7,0.10499998927116394,0.001,True,True,True,0.12315840085041094,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,8,0.10499998927116394,0.001,True,True,True,0.12002405213107875,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,9,0.10499998927116394,0.001,True,True,True,0.1157190439959293,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,10,0.1011822372674942,0.001,True,True,True,0.09035458710242089,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,11,0.09045673906803131,0.001,True,True,True,0.08306486576017424,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,12,0.07954142987728119,0.001,True,True,True,0.07626593225002792,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,13,0.06842048466205597,0.001,True,True,True,0.06994400447737492,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,14,0.05708129703998566,0.001,True,True,True,0.06408301428373042,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,15,0.04551731050014496,0.001,True,True,True,0.058667210290733796,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,16,0.033731356263160706,0.001,True,True,True,0.05368640367050587,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,17,0.021738573908805847,0.001,True,True,True,0.04914363083086076,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,18,0.00957624614238739,0.001,True,True,True,0.045067541363884245,True,0.20000000298023224,1.081167952502992e-12,0.2000000029813134,True,True
1,19,-0.0026815086603164673,0.001,False,True,False,9.069191508892516e-10,True,,,,,
1,20,-0.014903917908668518,0.001,False,True,False,2.589191083757214e-10,True,,,,,
2,1,0.0964849591255188,0.001,True,True,True,0.08990119412488162,True,0.20000000298023224,2.0712098155700072e-15,0.20000000298023432,True,True
2,2,0.08832137286663055,0.001,True,True,True,0.08419493941532691,True,0.20000000298023224,2.0712098155700072e-15,0.20000000298023432,True,True
2,3,0.08045811951160431,0.001,True,True,True,0.07831431056969418,True,0.20000000298023224,2.0712098155700072e-15,0.20000000298023432,True,True
2,4,0.07283496856689453,0.001,True,True,True,0.07222634752210169,True,0.20000000298023224,2.0712098155700072e-15,0.20000000298023432,True,True
2,5,0.06539128720760345,0.001,True,True,True,0.06595043636500356,True,0.20000000298023224,2.0712098155700072e-15,0.20000000298023432,True,True
2,6,0.058074358850717545,0.001,True,True,True,0.05952980080421813,True,0.20000000298023224,2.0712098155700072e-15,0.20000000298023432,True,True
2,7,0.05084583908319473,0.001,True,True,True,0.053013487869480486,True,0.20000000298016016,2.0712098155700072e-15,0.20000000298016224,True,True
2,8,0.04368682950735092,0.001,True,True,True,0.04644545949276871,True,0.19999999768112275,2.0712098338859186e-15,0.19999999768112484,True,True
2,9,0.03660143166780472,0.001,True,True,True,0.039858377290933,True,0.19999574019867422,2.071258621905801e-15,0.1999957401986763,True,True
